id,image_url,imdb_rating,ant_tracker_half,ant_tracker_6,ant_tracker_4,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
27,http://static-media.fxx.com/img/FX_Networks_-_FXX/411/107/Simpsons_02_15.jpg,7.5,7.821920142,10.04611642,8.427852483,1241,14,27,1991-02-14,1991,7F15,2,Principal Charming,23.9,http://www.simpsonsworld.com/video/263496771968,46823
28,http://static-media.fxx.com/img/FX_Networks_-_FXX/372/934/Simpsons_02_16.jpg,8.2,8.010960071,10.03314989,8.387715936,1413,15,28,1991-02-21,1991,7F16,2,"Oh Brother, Where Art Thou?",26.8,http://www.simpsonsworld.com/video/272046659561,47426
29,http://static-media.fxx.com/img/FX_Networks_-_FXX/361/699/bart.jpg,7.5,7.755480035,9.897629949,8.303901349,1264,16,29,1991-03-07,1991,7F14,2,"Bart's Dog Gets an ""F""",23.9,http://www.simpsonsworld.com/video/272034883946,47780
30,http://static-media.fxx.com/img/FX_Networks_-_FXX/418/939/old_money.jpg,7.6,7.677740018,9.777447978,8.210284529,1243,17,30,1991-03-28,1991,7F17,2,Old Money,21.2,http://www.simpsonsworld.com/video/263504963955,44331
31,http://static-media.fxx.com/img/FX_Networks_-_FXX/381/719/brush_w_greatness.jpg,8,7.838870009,9.785903791,8.177065707,1257,18,31,1991-04-11,1991,7F18,2,Brush with Greatness,20.6,http://www.simpsonsworld.com/video/272055875843,58561
32,http://static-media.fxx.com/img/FX_Networks_-_FXX/238/11/Simpsons_02_19.jpg,8.5,8.169435004,9.956259777,8.248956171,1684,19,32,1991-04-25,1991,7F19,2,Lisa's Substitute,17.7,http://www.simpsonsworld.com/video/288011331912,52770
33,http://static-media.fxx.com/img/FX_Networks_-_FXX/366/579/the_war_of_simpsons.jpg,7.9,8.034717502,9.991114617,8.295139777,1246,20,33,1991-05-02,1991,7F20,2,The War of the Simpsons,19.7,http://www.simpsonsworld.com/video/272040003661,51997
34,http://static-media.fxx.com/img/FX_Networks_-_FXX/55/807/Simpsons_02_21.jpg,8.4,8.217358751,10.10334815,8.369729984,1379,21,34,1991-05-09,1991,7F21,2,Three Men and a Comic Book,21,http://www.simpsonsworld.com/video/310368835964,50403
35,http://static-media.fxx.com/img/FX_Networks_-_FXX/368/31/Simpsons_02_22.jpg,8,8.108679376,10.11634858,8.406066281,1223,22,35,1991-07-11,1991,7F22,2,Blood Feud,17.3,http://www.simpsonsworld.com/video/272041539932,52829
36,http://static-media.fxx.com/img/FX_Networks_-_FXX/551/639/Simpsons_03_02.jpg,8.6,8.354339688,10.24697899,8.485916007,1798,1,36,1991-09-19,1991,7F24,3,Stark Raving Dad,22.9,http://www.simpsonsworld.com/video/272234051980,55238
37,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/315/MrLisaGoestoWashington.jpg,7.7,8.027169844,10.16177232,8.475252561,1274,2,37,1991-09-26,1991,8F01,3,Mr. Lisa Goes to Washington,20.2,http://www.simpsonsworld.com/video/275196995796,52098
38,http://static-media.fxx.com/img/FX_Networks_-_FXX/377/314/WhenFlandersFailed.jpg,8.2,8.113584922,10.15385585,8.467028949,1302,3,38,1991-10-03,1991,7F23,3,When Flanders Failed,22.8,http://www.simpsonsworld.com/video/272051267562,53499
39,http://static-media.fxx.com/img/FX_Networks_-_FXX/241/939/BarttheMurderer.jpg,8.7,8.406792461,10.29570974,8.53466645,1446,4,39,1991-10-10,1991,8F03,3,Bart the Murderer,20.8,http://www.simpsonsworld.com/video/288015427922,64342
40,http://static-media.fxx.com/img/FX_Networks_-_FXX/210/387/HomerDefined.jpg,8.5,8.45339623,10.40412396,8.61592856,1452,5,40,1991-10-17,1991,8F04,3,Homer Defined,20.6,http://www.simpsonsworld.com/video/256843843704,50601
41,http://static-media.fxx.com/img/FX_Networks_-_FXX/239/191/Simpsons_03_07.jpg,7.7,8.076698115,10.28082343,8.586783141,1262,6,41,1991-10-24,1991,8F05,3,"Like Father, Like Clown",20.2,http://www.simpsonsworld.com/video/256874051703,45586
42,http://static-media.fxx.com/img/FX_Networks_-_FXX/380/243/Simpsons_03_04.jpg,8.2,8.138349058,10.23766859,8.553547551,1369,7,42,1991-10-31,1991,8F02,3,Treehouse of Horror II,20,http://www.simpsonsworld.com/video/272054339616,103012
43,http://static-media.fxx.com/img/FX_Networks_-_FXX/61/163/Simpsons_03_Lisas_Pony.jpg,7.9,8.019174529,10.15218842,8.497513229,1243,8,43,1991-11-07,1991,8F06,3,Lisa's Pony,23,http://www.simpsonsworld.com/video/310374467809,53093
44,http://static-media.fxx.com/img/FX_Networks_-_FXX/262/139/SaturdaysofThunder.jpg,7.9,7.959587264,10.07110668,8.434558633,1194,9,44,1991-11-14,1991,8F07,3,Saturdays of Thunder,24.7,http://www.simpsonsworld.com/video/256898115598,55808
45,http://static-media.fxx.com/img/FX_Networks_-_FXX/688/495/FlamingMoes.jpg,8.8,8.379793632,10.23256083,8.490103866,1618,10,45,1991-11-21,1991,8F08,3,Flaming Moe's,23.9,http://www.simpsonsworld.com/video/305663555961,58968
46,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/542/BURNS_DE_KRAFTWERK.jpg,8.2,8.289896816,10.2844849,8.538283998,1291,11,46,1991-12-05,1991,8F09,3,Burns Verkaufen der Kraftwerk,21.1,http://www.simpsonsworld.com/video/310380099512,55987
47,http://static-media.fxx.com/img/FX_Networks_-_FXX/43/355/I_Married_Marge.jpg,8.2,8.244948408,10.29316515,8.561896172,1213,12,47,1991-12-26,1991,8F10,3,I Married Marge,21.9,http://www.simpsonsworld.com/video/299618371603,47880
48,http://static-media.fxx.com/img/FX_Networks_-_FXX/378/791/RadioBart.jpg,8.5,8.372474204,10.36213619,8.605826564,1365,13,48,1992-01-09,1992,8F11,3,Radio Bart,24.2,http://www.simpsonsworld.com/video/272052803895,58919
49,http://static-media.fxx.com/img/FX_Networks_-_FXX/643/854/LisatheGreek.jpg,8,8.186237102,10.31040026,8.597530758,1179,14,49,1992-01-23,1992,8F12,3,Lisa the Greek,23.2,http://www.simpsonsworld.com/video/273404483565,49457
50,http://static-media.fxx.com/img/FX_Networks_-_FXX/542/855/HomerAlone.jpg,8,8.093118551,10.23279943,8.55541202,1176,15,50,1992-02-06,1992,8F14,3,Homer Alone,23.7,http://www.simpsonsworld.com/video/272224835795,58991
51,http://static-media.fxx.com/img/FX_Networks_-_FXX/546/759/BarttheLover.jpg,8.3,8.196559276,10.2379593,8.541144457,1272,16,51,1992-02-13,1992,8F16,3,Bart the Lover,20.5,http://www.simpsonsworld.com/video/272228931984,53123
52,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/543/HomerattheBat.jpg,8.6,8.398279638,10.3419154,8.587415482,1637,17,52,1992-02-20,1992,8F13,3,Homer at the Bat,24.6,http://www.simpsonsworld.com/video/310380099768,72378
53,http://static-media.fxx.com/img/FX_Networks_-_FXX/426/747/SeparateVocations.jpg,8.2,8.299139819,10.35471915,8.612325767,1201,18,53,1992-02-27,1992,8F15,3,Separate Vocations,23.7,http://www.simpsonsworld.com/video/263513155607,61508
54,http://static-media.fxx.com/img/FX_Networks_-_FXX/573/459/Simpsons_03_19.jpg,7.7,7.999569909,10.21261644,8.551238529,1165,19,54,1992-03-12,1992,8F17,3,Dog of Death,23.4,http://www.simpsonsworld.com/video/274404419620,49665
55,http://static-media.fxx.com/img/FX_Networks_-_FXX/534/47/ColonelHomer.jpg,7.9,7.949784955,10.10246234,8.471726583,1233,20,55,1992-03-26,1992,8F19,3,Colonel Homer,25.5,http://www.simpsonsworld.com/video/272215619762,46901
56,http://static-media.fxx.com/img/FX_Networks_-_FXX/539/427/BlackWidower.jpg,8.2,8.074892477,10.09892364,8.438152456,1233,21,56,1992-04-09,1992,8F20,3,Black Widower,17.3,http://www.simpsonsworld.com/video/272221251812,57582
57,http://static-media.fxx.com/img/FX_Networks_-_FXX/958/415/TheOttoShow.jpg,7.7,7.887446239,10.00307731,8.376799635,1176,22,57,1992-04-23,1992,8F21,3,The Otto Show,17.5,http://www.simpsonsworld.com/video/279103043694,50068
58,http://static-media.fxx.com/img/FX_Networks_-_FXX/140/895/BartsFriendFallsInLove.jpg,7.8,7.843723119,9.923707943,8.312573826,1160,23,58,1992-05-07,1992,8F22,3,Bart's Friend Falls in Love,19.5,http://www.simpsonsworld.com/video/280393283967,48058
59,http://static-media.fxx.com/img/FX_Networks_-_FXX/954/11/BrotherCanYouSpare.jpg,8.2,8.02186156,9.965155546,8.307607303,1227,24,59,1992-08-27,1992,8F23,3,"Brother, Can You Spare Two Dimes?",17.2,http://www.simpsonsworld.com/video/279098435798,50936
60,http://static-media.fxx.com/img/FX_Networks_-_FXX/987/218/Simpsons_04_02.jpg,8.4,8.21093078,10.08455872,8.36532228,1414,1,60,1992-09-24,1992,8F24,4,Kamp Krusty,21.8,http://www.simpsonsworld.com/video/279133251579,67081
61,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_01__722726.jpg,8.1,8.15546539,10.12846793,8.410362875,1339,2,61,1992-10-01,1992,8F18,4,A Streetcar Named Marge,18.3,http://www.simpsonsworld.com/video/273537603751,54487
62,http://static-media.fxx.com/img/FX_Networks_-_FXX/991/623/Simpsons_04_03.jpg,9,8.577732695,10.3659471,8.547118701,1747,3,62,1992-10-08,1992,9F01,4,Homer the Heretic,19.3,http://www.simpsonsworld.com/video/279137859827,64605
63,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_04.jpg,7.8,8.188866347,10.31400144,8.575848198,1194,4,63,1992-10-15,1992,9F02,4,Lisa the Beauty Queen,19,http://www.simpsonsworld.com/video/273537603930,52203
64,http://static-media.fxx.com/img/FX_Networks_-_FXX/693/375/Simpsons_04_06.jpg,8.4,8.294433174,10.33561745,8.598148003,1394,5,64,1992-10-29,1992,9F04,4,Treehouse of Horror III,25.1,http://www.simpsonsworld.com/video/305668675610,108171
65,http://static-media.fxx.com/img/FX_Networks_-_FXX/672/279/Simpsons_04_05.jpg,8.2,8.247216587,10.32497876,8.601748582,1293,6,65,1992-11-03,1992,9F03,4,Itchy & Scratchy: The Movie,20.1,http://www.simpsonsworld.com/video/278803011830,55740
66,http://static-media.fxx.com/img/FX_Networks_-_FXX/38/975/Simpsons_04_07.jpg,7.8,8.023608293,10.2067914,8.544095135,1163,7,66,1992-11-05,1992,9F05,4,Marge Gets a Job,22.9,http://www.simpsonsworld.com/video/299613763656,69527
67,http://static-media.fxx.com/img/FX_Networks_-_FXX/775/187/Simpsons_04_08.jpg,8.2,8.111804147,10.17997692,8.507626512,1240,8,67,1992-11-12,1992,9F06,4,New Kid on the Block,23.1,http://www.simpsonsworld.com/video/273542211871,54557
68,http://static-media.fxx.com/img/FX_Networks_-_FXX/777/139/Simpsons_04_09.jpg,8.8,8.455902073,10.33593719,8.571019198,1595,9,68,1992-11-19,1992,9F07,4,Mr. Plow,24,http://www.simpsonsworld.com/video/273544259768,63564
69,http://static-media.fxx.com/img/FX_Networks_-_FXX/252/675/Simpsons_04_10.jpg,8.5,8.477951037,10.44053783,8.648676594,1350,10,69,1992-12-03,1992,9F08,4,Lisa's First Word,28.6,http://www.simpsonsworld.com/video/288026691837,62070
70,http://static-media.fxx.com/img/FX_Networks_-_FXX/781/42/Simpsons_04_11.jpg,8.7,8.588975518,10.55881046,8.738875866,1445,11,70,1992-12-17,1992,9F09,4,Homer's Triple Bypass,23.6,http://www.simpsonsworld.com/video/273548355538,57400
71,http://static-media.fxx.com/img/FX_Networks_-_FXX/353/959/Simpsons_04_12.jpg,9,8.794487759,10.73253015,8.861815423,2028,12,71,1993-01-14,1993,9F10,4,Marge vs. the Monorail,23,http://www.simpsonsworld.com/video/306386499796,88171
72,http://static-media.fxx.com/img/FX_Networks_-_FXX/72/899/Simpsons_04_13.jpg,8,8.39724388,10.63814003,8.863796185,1153,13,72,1993-01-21,1993,9F11,4,Selma's Choice,24.5,http://www.simpsonsworld.com/video/310386755912,56396
73,http://static-media.fxx.com/img/FX_Networks_-_FXX/286/347/Simpsons_04_14.jpg,8.1,8.24862194,10.50719499,8.799115969,1176,14,73,1993-02-04,1993,9F12,4,Brother from the Same Planet,23.8,http://www.simpsonsworld.com/video/274103363992,59040
74,http://static-media.fxx.com/img/FX_Networks_-_FXX/290/251/Simpsons_04_15.jpg,8.3,8.27431097,10.44147248,8.740382627,1268,15,74,1993-02-11,1993,9F13,4,I Love Lisa,25.2,http://www.simpsonsworld.com/video/274107459686,62309
75,http://static-media.fxx.com/img/FX_Networks_-_FXX/214/847/Simpsons_04_16_Duffless.jpg,8.3,8.287155485,10.40846123,8.700383665,1209,16,75,1993-02-18,1993,9F14,4,Duffless,25.7,http://www.simpsonsworld.com/video/277249603926,84874
76,http://static-media.fxx.com/img/FX_Networks_-_FXX/71/579/Simpsons_04_17_Last_Exit_to_Springfield.jpg,9,8.643577742,10.56686561,8.763586271,1827,17,76,1993-03-11,1993,9F15,4,Last Exit to Springfield,22.4,http://www.simpsonsworld.com/video/357630019692,71907
77,http://static-media.fxx.com/img/FX_Networks_-_FXX/695/327/Simpsons_04_19.jpg,7.2,7.921788871,10.3010138,8.655941409,1105,18,77,1993-04-01,1993,9F17,4,So It's Come to This: A Simpsons Clip Show,25.5,http://www.simpsonsworld.com/video/305670723781,49139
78,http://static-media.fxx.com/img/FX_Networks_-_FXX/255/603/Simpsons_04_18.jpg,8.1,8.010894436,10.1860555,8.555404313,1122,19,78,1993-04-15,1993,9F16,4,The Front,20.1,http://www.simpsonsworld.com/video/288029763650,53404
79,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/323/Simpsons_04_20.jpg,8.1,8.055447218,10.13935691,8.491840179,1234,20,79,1993-04-29,1993,9F18,4,Whacking Day,20,http://www.simpsonsworld.com/video/288129091929,60739
80,http://static-media.fxx.com/img/FX_Networks_-_FXX/32/119/Simpsons_04_22.jpg,7.7,7.877723609,10.02247595,8.407974046,1080,21,80,1993-05-06,1993,9F20,4,Marge in Chains,17.3,http://www.simpsonsworld.com/video/299606595657,68692
81,http://static-media.fxx.com/img/FX_Networks_-_FXX/432/843/Simpsons_04_21.jpg,8.2,8.038861804,10.03291647,8.379647854,1269,22,81,1993-05-13,1993,9F19,4,Krusty Gets Kancelled,19.4,http://www.simpsonsworld.com/video/274256963874,59948
82,http://static-media.fxx.com/img/FX_Networks_-_FXX/698/755/Simpsons_05_01__100677.jpg,8.4,8.219430902,10.12946533,8.416591809,1416,1,82,1993-09-30,1993,9F21,5,Homer's Barbershop Quartet,19.9,http://www.simpsonsworld.com/video/305674307809,58390
83,http://static-media.fxx.com/img/FX_Networks_-_FXX/699/231/Simpsons_05_02__845470.jpg,9,8.609715451,10.38253693,8.557905187,2010,2,83,1993-10-07,1993,9F22,5,Cape Feare,20,http://www.simpsonsworld.com/video/305674819788,65585
84,http://static-media.fxx.com/img/FX_Networks_-_FXX/146/751/Simpsons_05_04.jpg,8.6,8.604857726,10.53195102,8.689137584,1476,3,84,1993-10-14,1993,1F02,5,Homer Goes to College,18.1,http://www.simpsonsworld.com/video/280399427649,64802
85,http://static-media.fxx.com/img/FX_Networks_-_FXX/517/423/Simpsons_05_03.jpg,8.9,8.752428863,10.69538504,8.823347555,1479,4,85,1993-10-21,1993,1F01,5,Rosebud,19.5,http://www.simpsonsworld.com/video/279714371653,57149
86,http://static-media.fxx.com/img/FX_Networks_-_FXX/314/99/Simpsons_05_06.jpg,8.7,8.726214431,10.78033824,8.919508142,1437,5,86,1993-10-28,1993,1F04,5,Treehouse of Horror IV,24,http://www.simpsonsworld.com/video/275206211805,110251
87,http://static-media.fxx.com/img/FX_Networks_-_FXX/546/662/Simpsons_05_05.jpg,8,8.363107216,10.64975655,8.892681533,1132,6,87,1993-11-04,1993,1F03,5,Marge on the Lam,21.7,http://www.simpsonsworld.com/video/294777411510,53490
88,http://static-media.fxx.com/img/FX_Networks_-_FXX/310/695/Simpsons_05_07.jpg,7.7,8.031553608,10.40563074,8.759887981,1085,7,88,1993-11-11,1993,1F05,5,Bart's Inner Child,18.7,http://www.simpsonsworld.com/video/275202627817,74139
89,http://static-media.fxx.com/img/FX_Networks_-_FXX/280/1003/Simpsons_05_08.jpg,8.7,8.365776804,10.42626684,8.717088614,1270,8,89,1993-11-18,1993,1F06,5,Boy-Scoutz 'n the Hood,20.1,http://www.simpsonsworld.com/video/288056387698,83238
90,http://static-media.fxx.com/img/FX_Networks_-_FXX/309/219/Simpsons_05_09.jpg,8.4,8.382888402,10.44720431,8.710437599,1308,9,90,1993-12-09,1993,1F07,5,The Last Temptation of Homer,20.6,http://www.simpsonsworld.com/video/275201091952,59350
91,http://static-media.fxx.com/img/FX_Networks_-_FXX/684/590/Simpsons_05_10.jpg,8.5,8.441444201,10.48904468,8.728697382,1274,10,91,1993-12-16,1993,1F08,5,"$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)",17.9,http://www.simpsonsworld.com/video/305659459565,82216
92,http://static-media.fxx.com/img/FX_Networks_-_FXX/702/159/Simpsons_05_11.jpg,8.2,8.3207221,10.45378786,8.718372883,1202,11,92,1994-01-06,1994,1F09,5,Homer the Vigilante,20.1,http://www.simpsonsworld.com/video/305677891810,74673
93,http://static-media.fxx.com/img/FX_Networks_-_FXX/1019/279/Simpsons_05_13.jpg,8.1,8.21036105,10.37745324,8.676075774,1123,12,93,1994-02-03,1994,1F11,5,Bart Gets Famous,20,http://www.simpsonsworld.com/video/302789187885,66267
94,http://static-media.fxx.com/img/FX_Networks_-_FXX/519/875/Simpsons_05_12.jpg,8.3,8.255180525,10.35406221,8.647461413,1171,13,94,1994-02-10,1994,1F10,5,Homer and Apu,21.8,http://www.simpsonsworld.com/video/279716931614,58716
95,http://static-media.fxx.com/img/FX_Networks_-_FXX/435/771/Simpsons_05_14.jpg,8.2,8.227590263,10.32623246,8.622100793,1187,14,95,1994-02-17,1994,1F12,5,Lisa vs. Malibu Stacy,20.5,http://www.simpsonsworld.com/video/274260035625,61715
96,http://static-media.fxx.com/img/FX_Networks_-_FXX/804/339/Simpsons_05_15__481014.jpg,8.8,8.513795131,10.45263704,8.675158837,1505,15,96,1994-02-24,1994,1F13,5,Deep Space Homer,18.2,http://www.simpsonsworld.com/video/275720259883,75439
97,http://static-media.fxx.com/img/FX_Networks_-_FXX/83/635/Simpsons_05_16__340809.jpg,8.5,8.506897566,10.52503101,8.732579038,1191,16,97,1994-03-17,1994,1F14,5,Homer Loves Flanders,18,http://www.simpsonsworld.com/video/310398019629,69996
98,http://static-media.fxx.com/img/FX_Networks_-_FXX/810/195/Simpsons_05_17.jpg,7.9,8.203448783,10.416743,8.701403113,1116,17,98,1994-03-31,1994,1F15,5,Bart Gets an Elephant,17,http://www.simpsonsworld.com/video/275726403611,63427
99,http://static-media.fxx.com/img/FX_Networks_-_FXX/267/619/Simpsons_05_18.jpg,8.4,8.301724391,10.40090799,8.681015242,1143,18,99,1994-04-14,1994,1F16,5,Burns' Heir,14.7,http://www.simpsonsworld.com/video/283747395787,81678
100,http://static-media.fxx.com/img/FX_Networks_-_FXX/435/771/Simpsons_05_19.jpg,8.4,8.350862196,10.41597589,8.680394043,1118,19,100,1994-04-28,1994,1F18,5,Sweet Seymour Skinner's Baadasssss Song,19.7,http://www.simpsonsworld.com/video/274260035741,66406
101,http://static-media.fxx.com/img/FX_Networks_-_FXX/665/947/Simpsons_05_20.jpg,8.2,8.275431098,10.38730109,8.66580816,1103,20,101,1994-05-05,1994,1F19,5,The Boy Who Knew Too Much,15.5,http://www.simpsonsworld.com/video/278796355962,74427
102,http://static-media.fxx.com/img/FX_Networks_-_FXX/706/62/Simpsons_05_22.jpg,7.5,7.887715549,10.17623843,8.554442477,1014,21,102,1994-05-12,1994,1F21,5,Lady Bouvier's Lover,15.1,http://www.simpsonsworld.com/video/305681987583,59503
103,http://static-media.fxx.com/img/FX_Networks_-_FXX/522/803/Simpsons_05_21__042261.jpg,8,7.943857774,10.07767194,8.460612962,1060,22,103,1994-05-19,1994,1F20,5,Secrets of a Successful Marriage,15.6,http://www.simpsonsworld.com/video/279720003973,67959
104,http://static-media.fxx.com/img/FX_Networks_-_FXX/265/950/Bart_Darnkess.jpg,8.6,8.271928887,10.18256761,8.475528989,1330,1,104,1994-09-04,1994,1F22,6,Bart of Darkness,15.1,http://www.simpsonsworld.com/video/300925507538,65126
